locale,key,englishValue,overlayValue,overlayStatus,section,priorityRank
tl,tools.labValues.row.bun.name,BUN,BUN,identical_to_english,other,7
tl,tools.labValues.row.bun.range,7–20,7–20,identical_to_english,other,7
tl,tools.labValues.row.bun.unit,mg/dL,mg/dL,identical_to_english,other,7
tl,tools.labValues.row.cl.range,98–107,98–107,identical_to_english,other,7
tl,tools.labValues.row.cl.unit,mEq/L,mEq/L,identical_to_english,other,7
tl,tools.labValues.row.co2.range,22–29,22–29,identical_to_english,other,7
tl,tools.labValues.row.co2.unit,mEq/L,mEq/L,identical_to_english,other,7
tl,tools.labValues.row.cr.range,0.7–1.3,0.7–1.3,identical_to_english,other,7
tl,tools.labValues.row.cr.unit,mg/dL,mg/dL,identical_to_english,other,7
tl,tools.labValues.row.glu.range,70–99,70–99,identical_to_english,other,7
tl,tools.labValues.row.glu.unit,mg/dL,mg/dL,identical_to_english,other,7
tl,tools.labValues.row.hb.range,13.5–17.5,13.5–17.5,identical_to_english,other,7
tl,tools.labValues.row.hb.unit,g/dL,g/dL,identical_to_english,other,7
tl,tools.labValues.row.k.range,3.5–5.1,3.5–5.1,identical_to_english,other,7
tl,tools.labValues.row.k.unit,mEq/L,mEq/L,identical_to_english,other,7
tl,tools.labValues.row.na.range,136–145,136–145,identical_to_english,other,7
tl,tools.labValues.row.na.unit,mEq/L,mEq/L,identical_to_english,other,7
tl,tools.labValues.row.plt.range,150–400,150–400,identical_to_english,other,7
tl,tools.labValues.row.plt.unit,×10³/µL,×10³/µL,identical_to_english,other,7
tl,tools.labValues.row.wbc.range,4.5–11.0,4.5–11.0,identical_to_english,other,7
tl,tools.labValues.row.wbc.unit,×10³/µL,×10³/µL,identical_to_english,other,7
tl,tools.medMath.unitGttMin,gtt/min,gtt/min,identical_to_english,other,7
tl,tools.transfusionSafety.intro,Tap the best immediate action. Rationales summarize what to watch for on exams and on the unit.,Tap the best immediate action. Rationales summarize what to watch for on exams and on the unit.,identical_to_english,other,7
tl,tools.transfusionSafety.metaDescription,Practice identifying transfusion reactions and first-line nursing responses.,Practice identifying transfusion reactions and first-line nursing responses.,identical_to_english,other,7
tl,tools.transfusionSafety.metaTitle,Transfusion safety drills | NurseNest,Transfusion safety drills | NurseNest,identical_to_english,other,7
tl,tools.transfusionSafety.opt2a,Rising free hemoglobin or plasma hemoglobin with decreasing haptoglobin (with clinical correlation).,Rising free hemoglobin or plasma hemoglobin with decreasing haptoglobin (with clinical correlation).,identical_to_english,other,7
tl,tools.transfusionSafety.opt2b,Isolated platelet count drop without other signs.,Isolated platelet count drop without other signs.,identical_to_english,other,7
tl,tools.transfusionSafety.optA,"Stop the transfusion, keep IV access with normal saline, and notify the provider and blood bank per protocol.","Stop the transfusion, keep IV access with normal saline, and notify the provider and blood bank per protocol.",identical_to_english,other,7
tl,tools.transfusionSafety.optB,Slow the infusion to 50 mL/hr and continue monitoring.,Slow the infusion to 50 mL/hr and continue monitoring.,identical_to_english,other,7
tl,tools.transfusionSafety.optC,Give antipyretics and continue the transfusion if vital signs stabilize.,Give antipyretics and continue the transfusion if vital signs stabilize.,identical_to_english,other,7
tl,tools.transfusionSafety.q1,"A patient develops fever, chills, and flank pain 45 minutes into a red blood cell transfusion. What is your priority?","A patient develops fever, chills, and flank pain 45 minutes into a red blood cell transfusion. What is your priority?",identical_to_english,other,7
tl,tools.transfusionSafety.q2,You suspect acute hemolytic transfusion reaction. Which lab pair best supports hemolysis in this context?,You suspect acute hemolytic transfusion reaction. Which lab pair best supports hemolysis in this context?,identical_to_english,other,7
tl,tools.transfusionSafety.rationale1,"Febrile or hemolytic suspicion requires stopping the blood product, maintaining patent IV access with saline, monitoring, and escalation—before restarting anything.","Febrile or hemolytic suspicion requires stopping the blood product, maintaining patent IV access with saline, monitoring, and escalation—before restarting anything.",identical_to_english,other,7
tl,tools.transfusionSafety.rationale2,Hemolysis releases free hemoglobin and consumes haptoglobin; always interpret with the clinical picture and institutional transfusion reaction pathway.,Hemolysis releases free hemoglobin and consumes haptoglobin; always interpret with the clinical picture and institutional transfusion reaction pathway.,identical_to_english,other,7
tl,tools.transfusionSafety.title,Transfusion safety,Transfusion safety,identical_to_english,other,7
